time, %usr, %sys, %iowait, %irq, %soft, %idle
02:15:18, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:19, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:20, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:21, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:22, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:23, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:24, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:25, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:26, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:27, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:28, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:29, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:30, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:31, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:32, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:33, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:34, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:35, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:36, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:37, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:38, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:39, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:40, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:41, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:42, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:43, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:44, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:45, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:46, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:47, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:48, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:49, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
02:15:50, 0.00, 0.00, 0.00, 0.00, 0.00, 100.00
