migrate_up_time
1744.000000
1738.000000
1735.000000
1727.000000
1770.000000
1661.000000
1651.000000
1604.000000
1610.000000
1414.000000
781.000000
351.000000
339.000000
336.000000
335.000000
332.000000
333.000000
336.000000
335.000000
335.000000
336.000000
336.000000
336.000000
336.000000
335.000000
336.000000
337.000000
336.000000
334.000000
335.000000
335.000000
337.000000
340.000000
334.000000
337.000000
336.000000
335.000000
335.000000
334.000000
334.000000
335.000000
331.000000
335.000000
337.000000
334.000000
333.000000
335.000000
336.000000
333.000000
335.000000
337.000000
334.000000
333.000000
339.000000
333.000000
335.000000
333.000000
335.000000
332.000000
335.000000
335.000000
335.000000
334.000000
332.000000
339.000000
335.000000
335.000000
336.000000
331.000000
335.000000
333.000000
334.000000
334.000000
335.000000
334.000000
337.000000
336.000000
333.000000
334.000000
336.000000
334.000000
334.000000
336.000000
334.000000
335.000000
342.000000
334.000000
334.000000
337.000000
335.000000
332.000000
333.000000
333.000000
333.000000
331.000000
335.000000
338.000000
334.000000
335.000000
333.000000
333.000000
334.000000
334.000000
332.000000
333.000000
333.000000
337.000000
337.000000
334.000000
334.000000
332.000000
336.000000
334.000000
334.000000
334.000000
334.000000
333.000000
339.000000
338.000000
336.000000
335.000000
333.000000
334.000000
336.000000
334.000000
332.000000
336.000000
332.000000
339.000000
334.000000
334.000000
336.000000
333.000000
333.000000
334.000000
333.000000
334.000000
334.000000
335.000000
334.000000
333.000000
335.000000
333.000000
333.000000
334.000000
333.000000
337.000000
334.000000
335.000000
340.000000
335.000000
335.000000
333.000000
332.000000
334.000000
332.000000
333.000000
333.000000
335.000000
335.000000
334.000000
336.000000
335.000000
334.000000
332.000000
334.000000
332.000000
334.000000
334.000000
333.000000
334.000000
336.000000
333.000000
334.000000
335.000000
336.000000
338.000000
334.000000
335.000000
336.000000
334.000000
340.000000
333.000000
334.000000
333.000000
336.000000
333.000000
334.000000
335.000000
335.000000
334.000000
333.000000
337.000000
336.000000
333.000000
334.000000
334.000000
333.000000
334.000000
332.000000
335.000000
335.000000
336.000000
334.000000
335.000000
333.000000
334.000000
334.000000
334.000000
333.000000
336.000000
335.000000
334.000000
339.000000
338.000000
334.000000
334.000000
334.000000
336.000000
333.000000
334.000000
334.000000
331.000000
333.000000
340.000000
334.000000
333.000000
333.000000
331.000000
334.000000
333.000000
334.000000
335.000000
334.000000
337.000000
332.000000
333.000000
333.000000
334.000000
334.000000
334.000000
331.000000
332.000000
335.000000
334.000000
340.000000
335.000000
338.000000
334.000000
338.000000
336.000000
335.000000
335.000000
333.000000
335.000000
338.000000
336.000000
336.000000
335.000000
335.000000
337.000000
335.000000
334.000000
335.000000
333.000000
333.000000
337.000000
332.000000
333.000000
333.000000
334.000000
333.000000
333.000000
333.000000
335.000000
333.000000
334.000000
338.000000
331.000000
334.000000
333.000000
336.000000
335.000000
333.000000
334.000000
332.000000
332.000000
336.000000
334.000000
334.000000
334.000000
335.000000
334.000000
335.000000
335.000000
334.000000
334.000000
333.000000
337.000000
333.000000
333.000000
333.000000
333.000000
335.000000
333.000000
332.000000
336.000000
336.000000
332.000000
337.000000
335.000000
335.000000
332.000000
335.000000
334.000000
334.000000
334.000000
335.000000
334.000000
336.000000
333.000000
333.000000
335.000000
333.000000
333.000000
332.000000
335.000000
334.000000
334.000000
334.000000
338.000000
335.000000
335.000000
334.000000
333.000000
334.000000
331.000000
334.000000
335.000000
333.000000
333.000000
338.000000
334.000000
335.000000
334.000000
334.000000
335.000000
333.000000
332.000000
333.000000
332.000000
336.000000
337.000000
334.000000
333.000000
336.000000
333.000000
333.000000
335.000000
333.000000
332.000000
333.000000
337.000000
332.000000
336.000000
336.000000
334.000000
335.000000
334.000000
337.000000
335.000000
334.000000
334.000000
336.000000
334.000000
332.000000
334.000000
335.000000
334.000000
335.000000
334.000000
332.000000
331.000000
340.000000
334.000000
335.000000
333.000000
333.000000
334.000000
334.000000
334.000000
333.000000
333.000000
331.000000
338.000000
335.000000
332.000000
332.000000
335.000000
335.000000
332.000000
335.000000
336.000000
333.000000
332.000000
334.000000
334.000000
332.000000
333.000000
333.000000
335.000000
335.000000
333.000000
335.000000
333.000000
335.000000
333.000000
332.000000
335.000000
335.000000
333.000000
336.000000
337.000000
335.000000
336.000000
335.000000
339.000000
336.000000
335.000000
335.000000
335.000000
334.000000
332.000000
333.000000
332.000000
334.000000
339.000000
333.000000
334.000000
332.000000
332.000000
334.000000
336.000000
334.000000
334.000000
332.000000
333.000000
340.000000
332.000000
334.000000
333.000000
333.000000
333.000000
334.000000
332.000000
332.000000
333.000000
333.000000
334.000000
334.000000
333.000000
333.000000
333.000000
334.000000
335.000000
335.000000
334.000000
335.000000
339.000000
334.000000
336.000000
335.000000
335.000000
336.000000
332.000000
333.000000
333.000000
335.000000
334.000000
338.000000
337.000000
336.000000
334.000000
334.000000
333.000000
333.000000
335.000000
331.000000
334.000000
334.000000
340.000000
336.000000
333.000000
333.000000
333.000000
334.000000
332.000000
334.000000
333.000000
335.000000
338.000000
333.000000
334.000000
335.000000
334.000000
334.000000
336.000000
333.000000
334.000000
333.000000
334.000000
336.000000
332.000000
333.000000
334.000000
333.000000
333.000000
333.000000
334.000000
336.000000
333.000000
337.000000
339.000000
344.000000
335.000000
335.000000
334.000000
334.000000
334.000000
334.000000
336.000000
335.000000
338.000000
333.000000
333.000000
336.000000
336.000000
333.000000
331.000000
334.000000
334.000000
332.000000
334.000000
337.000000
334.000000
335.000000
333.000000
334.000000
333.000000
336.000000
338.000000
337.000000
334.000000
337.000000
337.000000
336.000000
334.000000
335.000000
334.000000
335.000000
335.000000
337.000000
334.000000
334.000000
338.000000
332.000000
333.000000
333.000000
333.000000
335.000000
334.000000
336.000000
334.000000
334.000000
331.000000
338.000000
335.000000
335.000000
335.000000
333.000000
334.000000
334.000000
333.000000
335.000000
334.000000
335.000000
336.000000
334.000000
333.000000
337.000000
332.000000
334.000000
334.000000
333.000000
334.000000
333.000000
338.000000
333.000000
333.000000
333.000000
333.000000
335.000000
333.000000
333.000000
331.000000
331.000000
334.000000
336.000000
334.000000
332.000000
333.000000
335.000000
335.000000
333.000000
332.000000
334.000000
336.000000
341.000000
333.000000
335.000000
337.000000
337.000000
335.000000
333.000000
333.000000
333.000000
333.000000
333.000000
339.000000
334.000000
334.000000
334.000000
336.000000
332.000000
334.000000
331.000000
333.000000
333.000000
334.000000
339.000000
333.000000
332.000000
333.000000
333.000000
333.000000
334.000000
332.000000
333.000000
335.000000
340.000000
334.000000
336.000000
334.000000
335.000000
332.000000
334.000000
334.000000
332.000000
333.000000
334.000000
337.000000
332.000000
332.000000
335.000000
335.000000
333.000000
331.000000
333.000000
335.000000
334.000000
333.000000
340.000000
336.000000
335.000000
334.000000
336.000000
335.000000
335.000000
333.000000
334.000000
334.000000
339.000000
335.000000
335.000000
333.000000
333.000000
333.000000
335.000000
334.000000
335.000000
336.000000
332.000000
335.000000
333.000000
335.000000
334.000000
335.000000
334.000000
335.000000
334.000000
335.000000
336.000000
335.000000
333.000000
335.000000
336.000000
336.000000
332.000000
337.000000
336.000000
335.000000
334.000000
337.000000
338.000000
334.000000
333.000000
332.000000
335.000000
334.000000
334.000000
334.000000
334.000000
338.000000
333.000000
339.000000
334.000000
334.000000
333.000000
333.000000
333.000000
335.000000
334.000000
332.000000
336.000000
339.000000
332.000000
335.000000
336.000000
335.000000
334.000000
335.000000
331.000000
333.000000
357.000000
336.000000
337.000000
333.000000
336.000000
333.000000
336.000000
336.000000
335.000000
337.000000
329.000000
334.000000
335.000000
334.000000
333.000000
332.000000
336.000000
334.000000
334.000000
334.000000
337.000000
333.000000
334.000000
335.000000
332.000000
334.000000
334.000000
336.000000
332.000000
332.000000
339.000000
334.000000
337.000000
334.000000
332.000000
333.000000
336.000000
334.000000
335.000000
338.000000
337.000000
338.000000
332.000000
334.000000
337.000000
335.000000
335.000000
335.000000
334.000000
336.000000
335.000000
332.000000
341.000000
334.000000
334.000000
333.000000
332.000000
332.000000
332.000000
335.000000
333.000000
334.000000
341.000000
333.000000
333.000000
333.000000
335.000000
334.000000
334.000000
335.000000
333.000000
334.000000
332.000000
340.000000
335.000000
334.000000
331.000000
334.000000
333.000000
333.000000
332.000000
333.000000
335.000000
332.000000
340.000000
335.000000
333.000000
334.000000
338.000000
334.000000
336.000000
337.000000
333.000000
334.000000
337.000000
335.000000
336.000000
338.000000
335.000000
