migrate_down_time
159.000000
1048.000000
8019.000000
7126.000000
7415.000000
7653.000000
7060.000000
7379.000000
6432.000000
7717.000000
8117.000000
7115.000000
6828.000000
6450.000000
6561.000000
7909.000000
6709.000000
6850.000000
7427.000000
6933.000000
8464.000000
7243.000000
6834.000000
6552.000000
8138.000000
7605.000000
6787.000000
6706.000000
7752.000000
7731.000000
7985.000000
6411.000000
7077.000000
6872.000000
8136.000000
6912.000000
7350.000000
7305.000000
6769.000000
6676.000000
8524.000000
6937.000000
7826.000000
7446.000000
7035.000000
6399.000000
7556.000000
7994.000000
6998.000000
7289.000000
7308.000000
6633.000000
8210.000000
7926.000000
7509.000000
6483.000000
6911.000000
6607.000000
8451.000000
7729.000000
7620.000000
7974.000000
6587.000000
6506.000000
8147.000000
7768.000000
7569.000000
6468.000000
6080.000000
7398.000000
7351.000000
6492.000000
7180.000000
7056.000000
7284.000000
7828.000000
7516.000000
8318.000000
7207.000000
6405.000000
7962.000000
7189.000000
7163.000000
7753.000000
6449.000000
8379.000000
6530.000000
6974.000000
7491.000000
7103.000000
6708.000000
7826.000000
7178.000000
6488.000000
7877.000000
7851.000000
6191.000000
8341.000000
7927.000000
7466.000000
8046.000000
6420.000000
7355.000000
7823.000000
6600.000000
6304.000000
7143.000000
6762.000000
7992.000000
6740.000000
7386.000000
8149.000000
7667.000000
6736.000000
7382.000000
7315.000000
6914.000000
6505.000000
7267.000000
6733.000000
7390.000000
7717.000000
7343.000000
7219.000000
6418.000000
7734.000000
6804.000000
6117.000000
7191.000000
6806.000000
7822.000000
6794.000000
7116.000000
7296.000000
6747.000000
8551.000000
7766.000000
7160.000000
7989.000000
7799.000000
7287.000000
7172.000000
6901.000000
7692.000000
7619.000000
7009.000000
7191.000000
7682.000000
7559.000000
6549.000000
7159.000000
6303.000000
6721.000000
8133.000000
6688.000000
7303.000000
8083.000000
7964.000000
6717.000000
7124.000000
7486.000000
7146.000000
7633.000000
6912.000000
7627.000000
7298.000000
6972.000000
6904.000000
6745.000000
6448.000000
7235.000000
7003.000000
8244.000000
7392.000000
6891.000000
6660.000000
6468.000000
6870.000000
6859.000000
7229.000000
6813.000000
7178.000000
6770.000000
7242.000000
6513.000000
7857.000000
8256.000000
7473.000000
7429.000000
7492.000000
6949.000000
7179.000000
8130.000000
7748.000000
7350.000000
6848.000000
7876.000000
6361.000000
7375.000000
7414.000000
7119.000000
7765.000000
6927.000000
7275.000000
7759.000000
7711.000000
6329.000000
6187.000000
7032.000000
7435.000000
6381.000000
6891.000000
8405.000000
8184.000000
6996.000000
7979.000000
7353.000000
6477.000000
8351.000000
7535.000000
7834.000000
7491.000000
6857.000000
7776.000000
7096.000000
7099.000000
6787.000000
7191.000000
6252.000000
7321.000000
6483.000000
6153.000000
7443.000000
7054.000000
8041.000000
7789.000000
7607.000000
7906.000000
6159.000000
6609.000000
6309.000000
7302.000000
7977.000000
7300.000000
8048.000000
7865.000000
6672.000000
7860.000000
7642.000000
6600.000000
7399.000000
6932.000000
7467.000000
7066.000000
8514.000000
7852.000000
7427.000000
6874.000000
6843.000000
7770.000000
7365.000000
7206.000000
6977.000000
6861.000000
7873.000000
